client_id,credit_limit_initial,credit_limit,add_product,mp_first_login,mp_last_login,tp_num,cl_age,education_id,gender_id,marital_status_id,employment_status_cd,city_population_category,app_channel
667906,15000.00,15000.00,Халва,2019-01-05 00:00:00.000,2019-01-05 00:00:00.000,NULL,47,3,2,2,EME,0 – 100 тыс,Walk In Sales
669792,45000.00,45000.00,Халва,2018-05-03 00:00:00.000,2019-03-09 00:00:00.000,NULL,37,6,2,2,EME,0 – 100 тыс,Walk In Sales
694843,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,51,3,1,1,EME,0 – 100 тыс,Walk In Sales
786236,15000.00,15000.00,Халва,2018-08-22 00:00:00.000,2018-12-29 00:00:00.000,NULL,56,2,1,3,PNS,0 – 100 тыс,Walk In Sales
868867,20000.00,20000.00,Халва,2018-05-25 00:00:00.000,2019-03-09 00:00:00.000,NULL,32,3,2,2,EME,300 – 700 тыс,Walk In Sales
883723,45000.00,45000.00,Халва,2018-04-06 00:00:00.000,2019-03-10 00:00:00.000,NULL,50,6,1,2,EME,0 – 100 тыс,Call Center
970901,45000.00,45000.00,Халва,2018-04-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,40,3,2,2,EME,300 – 700 тыс,Internet Sales
1007972,75000.00,75000.00,Халва,2018-05-21 00:00:00.000,2019-03-10 00:00:00.000,NULL,51,-1,1,1,OTH,100 – 300 тыс,DSA
1030166,30000.00,30000.00,Халва,NULL,NULL,NULL,59,3,1,4,PNS,100 – 300 тыс,Walk In Sales
1037133,30000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,47,2,1,2,EME,0 – 100 тыс,Call Center
1079778,45000.00,60000.00,Халва,2018-06-08 00:00:00.000,2018-06-08 00:00:00.000,NULL,60,2,2,2,PNS,0 – 100 тыс,Internet Sales
1169325,15000.00,15000.00,Халва,2018-09-15 00:00:00.000,2018-09-15 00:00:00.000,NULL,55,2,1,4,PNW,100 – 300 тыс,Walk In Sales
1171734,20000.00,20000.00,Халва,2018-05-29 00:00:00.000,2019-03-11 00:00:00.000,NULL,40,6,1,2,EME,0 – 100 тыс,Walk In Sales
1233382,15000.00,15000.00,Халва + ДКПЗА,2018-07-07 00:00:00.000,2019-03-09 00:00:00.000,NULL,40,6,1,4,EME,>700 тыс,Internet Sales
1259081,15000.00,30000.00,Халва,2018-04-02 00:00:00.000,2019-02-16 00:00:00.000,NULL,40,3,1,2,EME,0 – 100 тыс,Call Center
1279390,15000.00,15000.00,Халва,2019-01-20 00:00:00.000,2019-02-26 00:00:00.000,NULL,45,3,1,1,EME,100 – 300 тыс,Internet Sales
1345539,50000.00,50000.00,Халва,2018-11-19 00:00:00.000,2018-11-20 00:00:00.000,NULL,59,-1,1,1,OTH,100 – 300 тыс,DSA
1347490,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,65,2,1,2,PNW,0 – 100 тыс,УРМ
1363391,15000.00,15000.00,Халва,2019-01-10 00:00:00.000,2019-01-10 00:00:00.000,NULL,58,2,1,2,PNS,0 – 100 тыс,Walk In Sales
1477821,30000.00,30000.00,Халва,2018-07-25 00:00:00.000,2019-03-05 00:00:00.000,NULL,42,6,1,1,EME,100 – 300 тыс,Internet Sales
1481278,40000.00,40000.00,Халва,2018-05-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,-1,1,1,OTH,300 – 700 тыс,УРМ
1486580,30000.00,30000.00,Халва,2018-05-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,35,6,2,2,EME,300 – 700 тыс,Internet Sales
1522829,15000.00,15000.00,Халва + ДК,2018-06-20 00:00:00.000,2019-03-08 00:00:00.000,NULL,42,2,1,2,EME,0 – 100 тыс,Call Center
1537752,15000.00,15000.00,Халва,2018-03-30 00:00:00.000,2019-03-07 00:00:00.000,NULL,45,3,1,1,EME,300 – 700 тыс,Internet Sales
1614603,30000.00,30000.00,Халва,2018-05-23 00:00:00.000,2019-03-11 00:00:00.000,NULL,47,-1,2,-1,UNK,100 – 300 тыс,Walk In Sales
1637495,20000.00,20000.00,Халва + ДК,2018-11-16 00:00:00.000,2018-11-16 00:00:00.000,NULL,66,-1,1,4,PNS,0 – 100 тыс,Walk In Sales
1605771,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,6,2,2,EME,0 – 100 тыс,Walk In Sales
1682750,15000.00,15000.00,Халва,NULL,NULL,NULL,67,3,1,2,PNS,0 – 100 тыс,Walk In Sales
1707195,75000.00,75000.00,Халва,2018-04-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,45,-1,1,1,UNK,>700 тыс,УРМ
1740967,75000.00,75000.00,Халва,2018-05-29 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,6,1,2,EME,300 – 700 тыс,Internet Sales
1775099,75000.00,75000.00,Халва,2018-04-16 00:00:00.000,2019-03-10 00:00:00.000,NULL,34,-1,1,1,OTH,0 – 100 тыс,УРМ
1856521,30000.00,30000.00,Халва,2018-09-18 00:00:00.000,2019-03-10 00:00:00.000,NULL,60,2,1,2,PNW,300 – 700 тыс,Walk In Sales
1865011,15000.00,15000.00,Халва,NULL,NULL,NULL,67,3,1,4,PNS,0 – 100 тыс,Representative
1885982,15000.00,15000.00,Халва + ДК,NULL,NULL,2,64,2,1,2,PNS,300 – 700 тыс,Walk In Sales
1933168,45000.00,45000.00,Халва,2018-05-23 00:00:00.000,2018-11-23 00:00:00.000,NULL,42,6,1,2,EME,0 – 100 тыс,Walk In Sales
1954842,15000.00,30000.00,Халва,2018-10-04 00:00:00.000,2018-10-04 00:00:00.000,NULL,66,-1,1,2,PNS,0 – 100 тыс,Walk In Sales
1979400,15000.00,30000.00,Халва,2018-04-03 00:00:00.000,2019-03-07 00:00:00.000,NULL,32,3,2,1,EME,0 – 100 тыс,Representative
2030282,20000.00,20000.00,Халва + ДК,NULL,NULL,NULL,70,6,1,4,PNS,0 – 100 тыс,Walk In Sales
2047178,15000.00,60000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,3,1,2,EME,0 – 100 тыс,Internet Sales
2113386,20000.00,20000.00,Халва,2018-04-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,3,1,1,EME,300 – 700 тыс,Walk In Sales
2165447,45000.00,45000.00,Халва,2018-11-09 00:00:00.000,2019-02-28 00:00:00.000,NULL,46,3,1,2,EME,0 – 100 тыс,Walk In Sales
2185509,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,63,2,1,4,PNS,0 – 100 тыс,Walk In Sales
2191201,14999.90,15000.00,Халва + Автокредит,2018-05-22 00:00:00.000,2019-03-11 00:00:00.000,2,35,3,2,2,EME,300 – 700 тыс,AutoCred
2194951,30000.00,30000.00,Халва,2018-05-08 00:00:00.000,2019-03-11 00:00:00.000,NULL,68,3,1,4,PNS,300 – 700 тыс,Walk In Sales
2226182,45000.00,100000.00,Халва,2018-05-24 00:00:00.000,2019-03-12 00:00:00.000,1,39,6,1,3,EME,300 – 700 тыс,Internet Sales
2226249,20000.00,60000.00,Халва + ДК,2018-05-24 00:00:00.000,2019-03-11 00:00:00.000,1,66,3,1,4,PNS,0 – 100 тыс,Walk In Sales
2231485,15000.00,15000.00,Халва + ДК,2018-09-14 00:00:00.000,2018-09-14 00:00:00.000,NULL,64,3,1,5,PNS,0 – 100 тыс,Walk In Sales
2238174,75000.00,75000.00,Халва,2018-05-11 00:00:00.000,2019-02-28 00:00:00.000,NULL,34,-1,2,3,OTH,0 – 100 тыс,Internet Sales
2247929,75000.00,75000.00,Халва,2018-05-25 00:00:00.000,2019-03-11 00:00:00.000,NULL,30,-1,2,1,UNK,300 – 700 тыс,Internet Sales
2249728,15000.00,15000.00,Халва,2019-01-17 00:00:00.000,2019-01-17 00:00:00.000,NULL,63,2,2,2,PNS,100 – 300 тыс,Call Center
2328395,60000.00,100000.00,Халва,2018-04-27 00:00:00.000,2019-03-12 00:00:00.000,2,42,6,2,2,EME,300 – 700 тыс,Walk In Sales
2349621,15000.00,15000.00,Халва,2018-05-31 00:00:00.000,2019-03-05 00:00:00.000,NULL,39,3,2,5,EME,100 – 300 тыс,Walk In Sales
2361170,45000.00,45000.00,Халва,2018-04-20 00:00:00.000,2019-03-09 00:00:00.000,NULL,37,3,2,2,EME,0 – 100 тыс,Internet Sales
2362854,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,70,18,1,1,PNW,100 – 300 тыс,Walk In Sales
2389446,15000.00,30000.00,Халва,2018-07-10 00:00:00.000,2019-03-10 00:00:00.000,1,59,3,1,4,PNS,0 – 100 тыс,Call Center
2397776,30000.00,30000.00,Халва,2018-06-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,-1,2,2,UNK,0 – 100 тыс,Internet Sales
2408026,15000.00,30000.00,Халва,2018-05-27 00:00:00.000,2019-03-07 00:00:00.000,NULL,32,3,1,5,EME,0 – 100 тыс,Walk In Sales
2425473,75000.00,75000.00,Халва,2019-01-21 00:00:00.000,2019-01-21 00:00:00.000,NULL,59,-1,2,1,PNS,100 – 300 тыс,DSA
2477584,20000.00,20000.00,Халва + ДКПЗН,2018-04-03 00:00:00.000,2019-03-09 00:00:00.000,NULL,45,3,1,5,EME,0 – 100 тыс,Walk In Sales
2508146,90000.00,90000.00,Халва,2018-05-13 00:00:00.000,2019-03-10 00:00:00.000,NULL,57,6,1,2,EME,0 – 100 тыс,Call Center
2517323,15000.00,60000.00,Халва,2018-05-06 00:00:00.000,2019-03-06 00:00:00.000,NULL,43,6,1,1,EME,0 – 100 тыс,Internet Sales
2553664,45000.00,45000.00,Халва,2018-05-20 00:00:00.000,2019-03-07 00:00:00.000,NULL,35,-1,2,2,EME,0 – 100 тыс,Walk In Sales
2580829,15000.00,15000.00,Халва + Супер+,2018-05-11 00:00:00.000,2018-05-11 00:00:00.000,NULL,59,-1,1,5,PNS,0 – 100 тыс,Call Center
2711453,15000.00,75000.00,Халва,2018-04-09 00:00:00.000,2019-03-10 00:00:00.000,1,35,4,1,5,EME,0 – 100 тыс,Walk In Sales
2813635,20000.00,20000.00,Халва,2018-04-04 00:00:00.000,2019-03-12 00:00:00.000,NULL,43,3,1,2,EME,100 – 300 тыс,Call Center
2817914,50000.00,50000.00,Халва,NULL,NULL,NULL,48,-1,1,1,OTH,0 – 100 тыс,Walk In Sales
2891035,30000.00,30000.00,Халва,2018-06-05 00:00:00.000,2019-03-11 00:00:00.000,1,60,3,1,1,PNW,0 – 100 тыс,Walk In Sales
2901239,60000.00,60000.00,Халва,2018-03-31 00:00:00.000,2019-03-01 00:00:00.000,NULL,55,3,2,2,EME,0 – 100 тыс,Walk In Sales
2915213,45000.00,60000.00,Халва,2018-04-11 00:00:00.000,2019-03-08 00:00:00.000,NULL,51,3,1,3,EME,100 – 300 тыс,Internet Sales
2918039,30000.00,30000.00,Халва,2018-05-02 00:00:00.000,2019-03-09 00:00:00.000,NULL,48,3,1,1,PNW,0 – 100 тыс,Walk In Sales
2967100,15000.00,30000.00,Халва,NULL,NULL,NULL,59,3,1,3,PNS,0 – 100 тыс,Call Center
2979162,15000.00,15000.00,Халва,NULL,NULL,NULL,63,-1,1,3,PNS,0 – 100 тыс,Call Center
3145829,15000.00,30000.00,Халва + ДК,2018-05-01 00:00:00.000,2019-03-02 00:00:00.000,NULL,41,-1,1,-1,UNK,0 – 100 тыс,Internet Sales
3261882,90000.00,90000.00,Халва,2018-04-11 00:00:00.000,2019-03-10 00:00:00.000,NULL,36,6,1,2,EME,300 – 700 тыс,Walk In Sales
3342084,15000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,27,6,1,2,EME,100 – 300 тыс,Walk In Sales
3401683,15000.00,15000.00,Халва,NULL,NULL,NULL,41,3,2,2,EME,0 – 100 тыс,Walk In Sales
3428891,15000.00,15000.00,Халва,2018-04-20 00:00:00.000,2018-12-02 00:00:00.000,NULL,33,3,2,3,EME,0 – 100 тыс,Walk In Sales
3473777,15000.00,15000.00,Халва,2019-02-22 00:00:00.000,2019-03-03 00:00:00.000,NULL,69,3,2,2,PNS,0 – 100 тыс,Walk In Sales
24403,30000.00,30000.00,Халва,2018-05-04 00:00:00.000,2018-05-04 00:00:00.000,NULL,64,6,2,2,PNS,>700 тыс,Internet Sales
67964,30000.00,60000.00,Халва,2018-05-28 00:00:00.000,2019-03-02 00:00:00.000,NULL,35,-1,1,1,OTH,300 – 700 тыс,Walk In Sales
70764,15000.00,15000.00,Халва,2018-05-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,36,6,1,5,EME,100 – 300 тыс,Walk In Sales
85044,30000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,53,3,1,2,EMR,0 – 100 тыс,Walk In Sales
122217,60000.00,60000.00,Халва,2018-10-03 00:00:00.000,2019-02-28 00:00:00.000,NULL,36,6,2,2,EME,300 – 700 тыс,Internet Sales
137489,20000.00,20000.00,Халва,2018-04-22 00:00:00.000,2018-12-29 00:00:00.000,NULL,32,3,2,1,EME,0 – 100 тыс,Walk In Sales
147747,20000.00,20000.00,Халва + ДК,2018-05-08 00:00:00.000,2019-03-06 00:00:00.000,NULL,66,3,1,2,PNS,100 – 300 тыс,Walk In Sales
169408,20000.00,20000.00,Халва,2018-05-23 00:00:00.000,2019-03-05 00:00:00.000,NULL,35,3,2,3,EME,0 – 100 тыс,Walk In Sales
194464,15000.00,15000.00,Халва,2018-04-01 00:00:00.000,2019-03-08 00:00:00.000,NULL,38,3,1,2,EME,0 – 100 тыс,Internet Sales
207081,40000.00,40000.00,Халва,NULL,NULL,NULL,53,-1,1,1,UNK,300 – 700 тыс,DSA
211262,15000.00,15000.00,Халва,2018-05-17 00:00:00.000,2019-03-07 00:00:00.000,NULL,42,-1,1,-1,UNK,300 – 700 тыс,Internet Sales
222813,15000.00,15000.00,Халва + Вклад,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,NULL,48,3,1,5,EME,100 – 300 тыс,Walk In Sales
242740,30000.00,30000.00,Халва,NULL,NULL,NULL,53,6,1,2,EME,300 – 700 тыс,Internet Sales
246743,50000.00,50000.00,Халва,2018-04-12 00:00:00.000,2019-03-11 00:00:00.000,NULL,40,-1,1,1,OTH,300 – 700 тыс,Internet Sales
294245,15000.00,15000.00,Халва,2018-05-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,3,1,2,EME,300 – 700 тыс,Internet Sales
296844,30000.00,30000.00,Халва,2018-04-23 00:00:00.000,2019-03-11 00:00:00.000,2,69,3,1,4,PNS,0 – 100 тыс,Call Center
302585,20000.00,20000.00,Халва,2018-05-08 00:00:00.000,2019-03-11 00:00:00.000,NULL,50,3,1,2,EME,0 – 100 тыс,Walk In Sales
333324,15000.00,15000.00,Халва,2018-05-20 00:00:00.000,2018-05-20 00:00:00.000,NULL,67,-1,2,3,PNS,0 – 100 тыс,Call Center
337188,15000.00,15000.00,Халва,2018-05-29 00:00:00.000,2019-02-22 00:00:00.000,NULL,46,6,1,2,EME,0 – 100 тыс,Walk In Sales
355639,15000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-07 00:00:00.000,NULL,38,6,1,1,EME,100 – 300 тыс,Walk In Sales
372383,30000.00,30000.00,Халва,2018-04-29 00:00:00.000,2019-03-11 00:00:00.000,NULL,42,3,1,4,EME,0 – 100 тыс,Walk In Sales
439761,15000.00,30000.00,Халва + ДК,2018-09-01 00:00:00.000,2018-09-01 00:00:00.000,NULL,67,2,1,4,PNS,0 – 100 тыс,Walk In Sales
451366,45000.00,75000.00,Халва,2018-04-19 00:00:00.000,2019-03-05 00:00:00.000,1,59,3,1,2,PNW,0 – 100 тыс,DSA
454463,15000.00,15000.00,Халва,2018-04-06 00:00:00.000,2019-01-28 00:00:00.000,NULL,53,6,1,1,EME,0 – 100 тыс,Walk In Sales
493573,15000.00,15000.00,Халва + ДК,2018-05-24 00:00:00.000,2018-05-24 00:00:00.000,NULL,66,3,1,2,PNS,0 – 100 тыс,Walk In Sales
497009,15000.00,15000.00,Халва,NULL,NULL,NULL,61,6,1,1,PNS,>700 тыс,Internet Sales
513481,15000.00,15000.00,Халва,2018-04-12 00:00:00.000,2019-03-05 00:00:00.000,NULL,45,2,1,2,EME,0 – 100 тыс,Internet Sales
529433,15000.00,15000.00,Халва,2018-06-28 00:00:00.000,2018-11-03 00:00:00.000,NULL,65,2,1,2,PNW,0 – 100 тыс,Walk In Sales
533514,30000.00,135000.00,Халва,2018-05-17 00:00:00.000,2019-03-11 00:00:00.000,NULL,35,6,1,3,EME,300 – 700 тыс,Call Center
546029,20000.00,20000.00,Халва,NULL,NULL,NULL,64,2,2,5,PNW,100 – 300 тыс,Representative
625144,15000.00,15000.00,Халва,2018-04-21 00:00:00.000,2019-03-09 00:00:00.000,NULL,39,-1,2,2,UNK,0 – 100 тыс,Walk In Sales
645665,45000.00,45000.00,Халва,2019-02-13 00:00:00.000,2019-02-13 00:00:00.000,NULL,46,2,2,2,EME,100 – 300 тыс,Internet Sales
688194,15000.00,60000.00,Халва + Автокредит,2018-04-21 00:00:00.000,2019-03-07 00:00:00.000,NULL,41,6,2,2,EME,>700 тыс,AutoCred
723872,90000.00,90000.00,Халва,2018-05-02 00:00:00.000,2019-03-07 00:00:00.000,NULL,59,3,2,2,PNW,100 – 300 тыс,Walk In Sales
811510,30000.00,30000.00,Халва,2018-05-26 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,3,1,2,EME,0 – 100 тыс,Walk In Sales
817935,15000.00,15000.00,Халва,2018-05-23 00:00:00.000,2019-03-12 00:00:00.000,NULL,37,3,2,2,EME,100 – 300 тыс,Internet Sales
883867,40000.00,40000.00,Халва,NULL,NULL,NULL,54,-1,1,-1,UNK,300 – 700 тыс,DSA
943369,15000.00,100000.00,Халва + Супер+,2018-05-25 00:00:00.000,2019-03-09 00:00:00.000,NULL,46,3,2,2,EME,0 – 100 тыс,Call Center
952536,15000.00,15000.00,Халва,NULL,NULL,NULL,57,2,2,2,PNW,0 – 100 тыс,Walk In Sales
959514,45000.00,45000.00,Халва + Автокредит,NULL,NULL,NULL,44,3,2,2,EME,>700 тыс,AutoCred
990686,15000.00,30000.00,Халва,NULL,NULL,NULL,56,3,1,4,PNW,0 – 100 тыс,Call Center
1002041,30000.00,30000.00,Халва,2018-07-08 00:00:00.000,2019-03-12 00:00:00.000,NULL,46,6,1,2,EME,0 – 100 тыс,Internet Sales
1038193,15000.00,15000.00,Халва + ДК,2018-04-05 00:00:00.000,2019-03-09 00:00:00.000,NULL,48,-1,1,2,EME,300 – 700 тыс,Internet Sales
1042036,15000.00,15000.00,Халва,NULL,NULL,NULL,53,2,1,3,EME,0 – 100 тыс,Representative
1055375,40000.00,40000.00,Халва,2018-05-01 00:00:00.000,2019-03-02 00:00:00.000,NULL,41,-1,1,1,OTH,0 – 100 тыс,СПО
1065138,60000.00,60000.00,Халва,2018-04-10 00:00:00.000,2019-03-07 00:00:00.000,NULL,36,3,2,3,EME,0 – 100 тыс,Walk In Sales
1112848,40000.00,40000.00,Халва,2018-05-10 00:00:00.000,2019-03-11 00:00:00.000,NULL,48,-1,1,1,OTH,300 – 700 тыс,Internet Sales
1129714,15000.00,15000.00,Халва,2018-04-16 00:00:00.000,2019-03-05 00:00:00.000,1,50,3,2,2,EME,0 – 100 тыс,Walk In Sales
1133800,15000.00,15000.00,Халва,NULL,NULL,NULL,55,2,1,2,EME,0 – 100 тыс,Walk In Sales
1161718,30000.00,30000.00,Халва + ДК,2019-02-05 00:00:00.000,2019-03-05 00:00:00.000,NULL,47,3,1,2,EME,0 – 100 тыс,Walk In Sales
1182506,15000.00,15000.00,Халва,NULL,NULL,NULL,59,2,1,1,PNS,0 – 100 тыс,Internet Sales
1224600,30000.00,30000.00,Халва,2018-05-06 00:00:00.000,2019-03-07 00:00:00.000,NULL,65,-1,1,1,PNS,0 – 100 тыс,Walk In Sales
1191,30000.00,30000.00,Халва + ТК,2018-05-30 00:00:00.000,2019-03-03 00:00:00.000,NULL,48,3,2,5,EME,0 – 100 тыс,Call Center
21794,15000.00,15000.00,Халва + ДК,2018-03-31 00:00:00.000,2019-03-03 00:00:00.000,1,48,18,2,2,EME,100 – 300 тыс,Call Center
31497,45000.00,60000.00,Халва,2018-04-04 00:00:00.000,2019-03-11 00:00:00.000,2,38,-1,2,-1,UNK,100 – 300 тыс,Walk In Sales
32881,15000.00,30000.00,Халва,2018-04-18 00:00:00.000,2019-03-09 00:00:00.000,NULL,32,-1,2,2,UNK,300 – 700 тыс,Internet Sales
35535,75000.00,75000.00,Халва,2018-05-19 00:00:00.000,2019-03-11 00:00:00.000,NULL,41,-1,2,1,OTH,0 – 100 тыс,Representative
42325,45000.00,45000.00,Халва,NULL,NULL,NULL,38,-1,1,-1,UNK,0 – 100 тыс,УРМ
49755,30000.00,30000.00,Халва,2018-04-18 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,-1,1,1,OTH,0 – 100 тыс,Internet Sales
76681,15000.00,15000.00,Халва,NULL,NULL,NULL,49,-1,1,-1,UNK,100 – 300 тыс,Walk In Sales
119072,30000.00,30000.00,Халва + ДК,NULL,NULL,NULL,61,3,2,2,PNS,0 – 100 тыс,Walk In Sales
126540,45000.00,45000.00,Халва,2018-05-16 00:00:00.000,2019-03-12 00:00:00.000,NULL,36,3,2,2,EME,100 – 300 тыс,Internet Sales
147602,30000.00,30000.00,Халва,2018-04-14 00:00:00.000,2018-04-14 00:00:00.000,1,58,2,1,2,PNW,0 – 100 тыс,Walk In Sales
161599,20000.00,20000.00,Халва,2018-05-19 00:00:00.000,2019-03-12 00:00:00.000,NULL,62,3,2,3,PNS,0 – 100 тыс,Walk In Sales
213317,15000.00,15000.00,Халва,2018-04-25 00:00:00.000,2019-03-09 00:00:00.000,NULL,44,3,1,3,EME,100 – 300 тыс,Internet Sales
242701,75000.00,75000.00,Халва,2018-04-18 00:00:00.000,2019-03-05 00:00:00.000,NULL,44,-1,2,2,OTH,300 – 700 тыс,DSA
264719,15000.00,30000.00,Халва + ДК,2018-11-19 00:00:00.000,2019-03-09 00:00:00.000,NULL,53,3,1,2,EME,0 – 100 тыс,Walk In Sales
272118,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,47,3,1,4,EME,0 – 100 тыс,Walk In Sales
275091,15000.00,15000.00,Халва,2018-05-28 00:00:00.000,2019-03-12 00:00:00.000,NULL,46,-1,1,-1,UNK,0 – 100 тыс,Walk In Sales
284559,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,57,3,1,2,PNS,0 – 100 тыс,Walk In Sales
294578,75000.00,100000.00,Халва,2018-06-05 00:00:00.000,2019-02-07 00:00:00.000,1,66,3,1,2,PNS,100 – 300 тыс,УРМ
300374,20000.00,20000.00,Халва,NULL,NULL,NULL,48,2,1,2,EME,0 – 100 тыс,Walk In Sales
310686,30000.00,30000.00,Халва,2018-04-18 00:00:00.000,2019-03-10 00:00:00.000,NULL,33,6,2,1,PNS,>700 тыс,Call Center
319092,15000.00,30000.00,Халва,2018-04-23 00:00:00.000,2019-03-06 00:00:00.000,NULL,37,6,1,4,EME,100 – 300 тыс,Walk In Sales
330841,30000.00,30000.00,Халва,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,NULL,40,3,2,5,EME,300 – 700 тыс,Internet Sales
400260,120000.00,120000.00,Халва + ДКПЗН,2018-05-11 00:00:00.000,2019-03-10 00:00:00.000,1,45,-1,1,3,PNW,300 – 700 тыс,Walk In Sales
429704,20000.00,20000.00,Халва + ДК,2018-05-29 00:00:00.000,2019-02-09 00:00:00.000,NULL,51,3,1,1,EME,0 – 100 тыс,Call Center
472700,75000.00,75000.00,Халва,2018-04-03 00:00:00.000,2019-03-06 00:00:00.000,NULL,48,-1,2,2,UNK,100 – 300 тыс,УРМ
498716,15000.00,15000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,48,3,1,3,EME,0 – 100 тыс,Call Center
536014,30000.00,30000.00,Халва,2018-06-27 00:00:00.000,2019-03-05 00:00:00.000,NULL,39,3,1,2,EME,100 – 300 тыс,Internet Sales
547479,20000.00,60000.00,Халва,2018-07-07 00:00:00.000,2019-02-24 00:00:00.000,2,32,2,1,5,EME,0 – 100 тыс,Internet Sales
562096,15000.00,15000.00,Халва + Вклад,2018-04-13 00:00:00.000,2019-03-11 00:00:00.000,NULL,54,2,2,2,PNS,300 – 700 тыс,Call Center
581213,45000.00,60000.00,Халва,NULL,NULL,NULL,60,3,2,2,EME,0 – 100 тыс,Call Center
646905,15000.00,30000.00,Халва,2018-04-13 00:00:00.000,2019-03-06 00:00:00.000,NULL,48,6,1,1,EME,0 – 100 тыс,Call Center
651152,30000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,6,1,3,EME,0 – 100 тыс,Internet Sales
670354,15000.00,15000.00,Халва,2018-11-19 00:00:00.000,2019-02-12 00:00:00.000,NULL,48,3,2,4,EME,0 – 100 тыс,Walk In Sales
724445,30000.00,30000.00,Халва + Вклад,2018-05-25 00:00:00.000,2019-02-02 00:00:00.000,NULL,42,6,2,2,EME,300 – 700 тыс,Walk In Sales
738004,50000.00,50000.00,Халва,NULL,NULL,2,58,-1,1,-1,UNK,100 – 300 тыс,УРМ
820703,30000.00,75000.00,Халва,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,2,2,2,EME,100 – 300 тыс,Internet Sales
827347,15000.00,15000.00,Халва,2018-04-03 00:00:00.000,2018-10-03 00:00:00.000,NULL,67,18,2,2,PNS,0 – 100 тыс,Call Center
851956,45000.00,90000.00,Халва + ДК,2018-04-18 00:00:00.000,2019-03-09 00:00:00.000,1,67,-1,2,-1,UNK,0 – 100 тыс,Walk In Sales
872046,30000.00,30000.00,Халва,2018-11-16 00:00:00.000,2019-03-12 00:00:00.000,NULL,45,-1,1,-1,UNK,0 – 100 тыс,Call Center
